"filename", "language", "Python", "comment", "blank", "total"
"c:\Users\davey\Desktop\Projects\Win-11-Python-EXE-Builder\Tests\test_recent_controller.py", "Python", 154, 0, 49, 203
"c:\Users\davey\Desktop\Projects\Win-11-Python-EXE-Builder\recent_controller.py", "Python", 54, 0, 18, 72
"Total", "-", 208, 0, 67, 275
